3648	1.4	-999
3649	1.4	-999
3650	1.4	-999
3651	1.4	-999
3652	1.4	-999
3653	1.4	-999
3654	1.4	-999
3655	1.4	-999
3656	1.4	-999
3657	1.4	-999
3658	1.4	-999
3659	1.4	-999
3660	1.4	-999
3661	1.4	-999
3662	1.4	-999
3663	1.4	-999
3664	1.4	-999
3665	1.4	-999
3666	1.4	-999
3667	1.4	-999
3668	1.4	-999
3669	1.4	-999
3670	1.4	-999
3671	1.4	-999
3672	1.4	-999
3673	1.4	-999
3674	1.4	-999
3675	1.4	-999
3676	1.4	-999
3677	1.4	-999
3678	1.4	-999
3679	1.4	-999
3680	1.4	-999
3681	1.4	-999
3682	1.4	-999
3683	1.4	-999
3684	1.4	-999
3685	1.4	-999
3686	1.4	-999
3687	1.4	-999
3688	1.4	-999
3689	1.4	-999
3690	1.4	-999
3691	1.4	-999
3692	1.4	-999
3693	1.4	-999
3694	1.4	-999
3695	1.4	-999
3696	1.4	-999
3697	1.4	-999
3698	1.4	-999
3699	1.4	-999
3700	1.4	-999
3701	1.4	-999
3702	1.4	-999
3703	1.4	-999
3704	1.4	-999
3705	1.4	-999
3706	1.4	-999
3707	1.4	-999
3708	1.4	-999
3709	1.4	-999
3710	1.4	-999
3711	1.4	-999
3712	1.4	-999
3713	1.4	-999
3714	1.4	-999
3715	1.4	-999
3716	1.4	-999
3717	1.4	-999
3718	1.4	-999
3719	1.4	-999
3720	1.4	-999
3721	1.4	-999
3722	1.4	-999
3723	1.4	-999
3724	1.4	-999
3725	1.4	-999
3726	1.4	-999
3727	1.4	-999
3728	1.4	-999
3729	1.4	-999
3730	1.4	-999
3731	1.4	-999
3732	1.4	-999
3733	1.4	-999
3734	1.4	-999
3735	1.4	-999
3736	1.4	-999
3737	1.4	-999
3738	1.4	-999
3739	1.4	-999
3740	1.4	-999
3741	1.4	-999
3742	1.4	-999
3743	1.4	-999
3744	1.4	-999
3745	1.4	-999
3746	1.4	-999
3747	1.4	-999
3748	1.4	-999
3749	1.4	-999
3750	1.4	-999
3751	1.4	-999
3752	1.4	-999
