4173	1.4	-999
4174	1.4	-999
4175	1.4	-999
4176	1.4	-999
4177	1.4	-999
4178	1.4	-999
4179	1.4	-999
4180	1.4	-999
4181	1.4	-999
4182	1.4	-999
4183	1.4	-999
4184	1.4	-999
4185	1.4	-999
4186	1.4	-999
4187	1.4	-999
4188	1.4	-999
4189	1.4	-999
4190	1.4	-999
4191	1.4	-999
4192	1.4	-999
4193	1.4	-999
4194	1.4	-999
4195	1.4	-999
4196	1.4	-999
4197	1.4	-999
4198	1.4	-999
4199	1.4	-999
4200	1.4	-999
4201	1.4	-999
4202	1.4	-999
4203	1.4	-999
4204	1.4	-999
4205	1.4	-999
4206	1.4	-999
4207	1.4	-999
4208	1.4	-999
4209	1.4	-999
4210	1.4	-999
4211	1.4	-999
4212	1.4	-999
4213	1.4	-999
4214	1.4	-999
4215	1.4	-999
4216	1.4	-999
4217	1.4	-999
4218	1.4	-999
4219	1.4	-999
4220	1.4	-999
4221	1.4	-999
4222	1.4	-999
4223	1.4	-999
4224	1.4	-999
4225	1.4	-999
4226	1.4	-999
4227	1.4	-999
4228	1.4	-999
4229	1.4	-999
4230	1.4	-999
4231	1.4	-999
4232	1.4	-999
4233	1.4	-999
4234	1.4	-999
4235	1.4	-999
4236	1.4	-999
4237	1.4	-999
4238	1.4	-999
4239	1.4	-999
4240	1.4	-999
4241	1.4	-999
4242	1.4	-999
4243	1.4	-999
4244	1.4	-999
4245	1.4	-999
4246	1.4	-999
4247	1.4	-999
4248	1.4	-999
4249	1.4	-999
4250	1.4	-999
4251	1.4	-999
4252	1.4	-999
4253	1.4	-999
4254	1.4	-999
4255	1.4	-999
4256	1.4	-999
4257	1.4	-999
4258	1.4	-999
4259	1.4	-999
4260	1.4	-999
4261	1.4	-999
4262	1.4	-999
4263	1.4	-999
4264	1.4	-999
4265	1.4	-999
4266	1.4	-999
4267	1.4	-999
4268	1.4	-999
4269	1.4	-999
