5690	0.1	-999
5691	0.15	-999
5692	0.2	-999
5693	0.25	-999
5694	0.3	-999
5695	0.35	-999
5696	0.4	-999
5697	0.45	-999
5698	0.5	-999
5699	0.55	-999
5700	0.6	-999
5701	0.65	-999
5702	0.7	-999
5703	0.75	-999
5704	0.8	-999
5705	0.85	-999
5706	0.9	-999
5707	0.95	-999
5708	1.0	-999
5709	1.05	-999
5710	1.1	-999
5711	1.15	-999
5712	1.2	-999
5713	1.25	-999
5714	1.3	-999
5715	1.35	-999
5716	1.4	-999
5717	1.45	-999
5718	1.5	-999
5719	1.55	-999
5720	1.6	-999
5721	1.65	-999
5722	1.7	-999
5723	1.75	-999
5724	1.8	-999
5725	1.85	-999
5726	1.9	-999
